"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MIPOL1",272.02519890607,-1.26152815422828,0.206504240353845,-6.10896973382556,1.0027634037609e-09,1.15570616521206e-08
"ELMO1",782.302906016232,1.17812802708226,0.192889573226841,6.10778492260316,1.01023361496376e-09,1.16355375587351e-08
"FNDC4",106.007274899327,2.1001459467588,0.343902772805836,6.10680143583641,1.01647567250526e-09,1.1699774598051e-08
"CENPP",274.878387109162,-0.764577759441724,0.125221400078793,-6.10580746550211,1.02282247434279e-09,1.17651325006266e-08
"AP3M2",707.54241845965,-0.607819820612887,0.0995512488966504,-6.10559714066368,1.02417040713052e-09,1.17652578296933e-08
"MYNN",1200.48972107258,-0.737101686207307,0.120724186759623,-6.10566702491,1.02372233995088e-09,1.17652578296933e-08
"CNKSR2",50.6029652535725,1.6917922692019,0.277116111656095,6.10499425346092,1.0280438049042e-09,1.1802050177762e-08
"MBTPS2",439.935706485199,-0.827812597742363,0.135601665139521,-6.10473770281969,1.02969640700427e-09,1.18133162104747e-08
"PSMD12",1208.08918708791,-0.587862173304671,0.0963309728921034,-6.10252503068886,1.04405753114811e-09,1.19702726323619e-08
"KAT2B",1608.34509285277,0.928142474305052,0.152107606956032,6.10188072035963,1.04827594989295e-09,1.20108127878686e-08
"CSTF3",717.378823491402,-0.577637026233079,0.0946825254413209,-6.10077755679497,1.05553718335382e-09,1.20861411124554e-08
"BAMBI",109.159398489427,-1.9172602059013,0.314325241758716,-6.09960623961926,1.06330069577765e-09,1.21671189499291e-08
"LTK",27.7213918049679,1.86897751260575,0.306513360473203,6.09754011936178,1.07713091623287e-09,1.23173664683445e-08
"SYS1",791.479194280005,0.589385273786346,0.0966906147262627,6.09557892929871,1.09042092759675e-09,1.24612453927112e-08
"AVPR2",29.6482487132696,1.4745316056682,0.241918736205719,6.09515256567111,1.09333126857632e-09,1.24863964929751e-08
"DNM2",2796.89490496508,0.475179356428076,0.0779733715202059,6.09412350862549,1.10038680467174e-09,1.2558824497677e-08
"ANTXR1",2482.44966231105,-1.27709636615506,0.209611591866964,-6.09268006020205,1.11035839374729e-09,1.26580919188801e-08
"C6orf141",114.12715422753,-2.04506114163502,0.335660018716888,-6.09265634153447,1.11052297987106e-09,1.26580919188801e-08
"RPL23A",3561.29367172492,0.776291363532057,0.127471618760388,6.08991531668923,1.12970428555052e-09,1.28683920526884e-08
"KCTD7",395.331682643901,0.779687488237287,0.128172888817751,6.08309210652126,1.17886578326257e-09,1.34197017591449e-08
"FBXO44",255.955989075767,0.908450834612744,0.149385992930287,6.08123169242974,1.19262807104625e-09,1.35675898011266e-08
"C1QL1",12.6287154232244,-3.03967503102437,0.499864002379524,-6.08100406621497,1.19432263732721e-09,1.35780905002077e-08
"CSRNP2",716.522129380612,-0.548734497949043,0.0902468739822856,-6.08037124983136,1.19904599026288e-09,1.36229892721991e-08
"CHST4",36.3942537086765,2.24050659595779,0.368497340410911,6.08011605581576,1.2009559114262e-09,1.36358858614127e-08
"PRPS2",1782.94167500821,-0.710949337366258,0.116934311041445,-6.0799035888985,1.20254831705308e-09,1.36451630121323e-08
"OTUD1",634.762625052715,0.715678693819071,0.117746736174568,6.07811916551154,1.21600377639786e-09,1.37889500391919e-08
"CD83",1240.25210084592,1.27544606318968,0.210011957615656,6.07320686721981,1.25380766480112e-09,1.42084746251352e-08
"ARHGAP28",238.20073937282,-1.72441604692526,0.284020459705315,-6.07145009452638,1.26760355776295e-09,1.4346337628984e-08
"B4GALT6",213.151904063014,-1.44332932606797,0.237722680016991,-6.07148348640866,1.26733995775917e-09,1.4346337628984e-08
"TAF13",284.95719809399,-0.821523064386451,0.135328955355639,-6.07056385108065,1.27461924888416e-09,1.44164679698666e-08
"MASP1",224.481851564079,2.00791210407944,0.330919003491672,6.06768448742162,1.29767515783556e-09,1.46678131681104e-08
"SPRYD3",596.907906673823,0.530329676583751,0.0874463903065115,6.06462627816738,1.32260828691119e-09,1.49400405913671e-08
"NCKAP1L",2379.13818724034,1.29423932199803,0.213428969227052,6.0640283588737,1.32753731886046e-09,1.49860995988616e-08
"EFCAB6",50.4889225957282,-1.60521924038339,0.264735960370667,-6.06347259411173,1.33213489785688e-09,1.50283602996047e-08
"ANGPTL4",299.612918896331,-1.70653725642296,0.281470526595133,-6.06293410918168,1.33660433153578e-09,1.50691221208829e-08
"C9orf139",36.5656527397444,1.61738345363865,0.266782448895755,6.06255569035069,1.33975395578442e-09,1.5094961503105e-08
"TNFRSF13B",115.06906483302,2.2775981237301,0.37576844769398,6.06117447515163,1.35131148235343e-09,1.5215438757478e-08
"SMAD2",5104.13578734224,-0.695445411701968,0.114740173349083,-6.06104550309645,1.35239562320812e-09,1.52179095734269e-08
"OPRL1",38.0593855847433,1.21306240262637,0.200148958264043,6.06079798340022,1.35447865258892e-09,1.52316101002635e-08
"GANAB",5453.15459618633,-0.552493277142552,0.0911622309465033,-6.06055020161553,1.35656701981124e-09,1.52453531172784e-08
"CENPL",358.402308977093,-0.771376312004796,0.127290646137858,-6.05996069160794,1.361548182721e-09,1.52915676245737e-08
"PSMD2",4360.59545487717,-0.888710782092377,0.146742577991963,-6.05625711537553,1.39325247410829e-09,1.56376596248927e-08
"PTPRF",8375.88934325163,-0.972712643435229,0.160635048363306,-6.05541974398548,1.40051987264518e-09,1.57092092024745e-08
"DHRS3",1318.06536209921,-1.10838136918932,0.183089407010773,-6.05377114539511,1.41493590738712e-09,1.58608006586662e-08
"CYP26A1",50.0782529364146,-3.84923785433781,0.635928041024433,-6.05294562595003,1.42220883685495e-09,1.59321790705348e-08
"DNAL1",430.44394646642,-0.591053734191587,0.0976773086993063,-6.05108537553087,1.43873169762681e-09,1.61070223578461e-08
"BIN1",558.09147764082,1.38742485121019,0.229300787575041,6.05067634473841,1.44238974793284e-09,1.61377095828798e-08
"FZD1",599.981634295653,-0.944993782571697,0.156186416370042,-6.05042233847526,1.44466594149661e-09,1.61529071819561e-08
"IRX3",222.765705338773,-1.23859158056273,0.204850137618992,-6.04633023418528,1.48182214693677e-09,1.65578336278986e-08
"USP1",3204.91592372304,-0.624234818572584,0.103255094691272,-6.04555949940305,1.48892388634858e-09,1.66266316471121e-08
"NEO1",1171.94611340821,-1.05994155261103,0.175338311331003,-6.04512239547052,1.4929661987371e-09,1.66611998297871e-08
"ACVRL1",420.115121724521,0.82858491428703,0.137088922095571,6.04414201834184,1.5020716082871e-09,1.67521915299396e-08
"NCF1",422.639443576883,1.75171553919266,0.289921351849842,6.04203701457601,1.52180540719385e-09,1.69615284111492e-08
"PFDN2",340.985664712422,-0.6788722793328,0.112368224225164,-6.04149690905923,1.52690933370838e-09,1.70076439012239e-08
"RPL14",2823.91270083554,0.81587178465328,0.135054604841423,6.04105121488639,1.53113364550373e-09,1.70439095681342e-08
"IL3RA",169.187501005699,1.16398235047714,0.192722536124757,6.03967949925507,1.54420643176719e-09,1.71785644707148e-08
"GLUL",17817.1939376247,-0.879634774550752,0.145701880304628,-6.03722321710359,1.56788771224778e-09,1.74309891647813e-08
"FAM107A",179.639693309131,1.70841872869454,0.282987865431968,6.03707415541199,1.56933616709558e-09,1.74360777807545e-08
"HPCAL4",41.9468891780839,1.55306540001239,0.257361352571119,6.03457117588475,1.59385368652367e-09,1.76973066429842e-08
"SPNS3",19.9919587951419,1.94845460965788,0.322949165237646,6.03331675505055,1.60628117579945e-09,1.78240494406649e-08
"FOLR2",155.369911234798,1.41448867407057,0.234518384647992,6.03146178153024,1.6248315476979e-09,1.80185320780941e-08
"CAPRIN1",8369.62552388432,-0.483263869345168,0.0801301975950669,-6.03098312308317,1.62965208163552e-09,1.80606089324329e-08
"PVRIG",172.103588042405,1.42724517655856,0.236688469536462,6.03005790418825,1.63900943028832e-09,1.81431906316742e-08
"TRHDE",35.6714139787895,2.44830744609729,0.406018272387878,6.03004251926468,1.63916546987681e-09,1.81431906316742e-08
"KLF2",359.726097191553,1.33245819436042,0.22097741801494,6.02983873343264,1.64123370756706e-09,1.81546650028112e-08
"BTLA",490.137472139307,1.85495845070958,0.307663523893448,6.02917897849992,1.64794706894763e-09,1.82174751673425e-08
"TAGAP",1222.31741090031,1.33554123952227,0.22154982708883,6.02817549926043,1.65820934387439e-09,1.83194138373166e-08
"ITGA1",1751.8867451838,-1.00353607492375,0.166488356946139,-6.02766519732313,1.66345190587628e-09,1.83658030687056e-08
"FBXO39",23.082528847625,-1.91393688914773,0.317600089422273,-6.026247954241,1.67809674727418e-09,1.85158775268202e-08
"HDAC5",882.155976904118,0.751768049472709,0.124868287382984,6.02048818982326,1.73891794413202e-09,1.91749479315661e-08
"GYPC",631.108691737633,1.391010327528,0.231117248798267,6.01863484772683,1.75894150524529e-09,1.93836014720175e-08
"C1orf220",73.6169290509839,1.55327809935042,0.258100705850898,6.018108684475,1.76466701613238e-09,1.94345274198459e-08
"CAPN10",252.46939275308,0.839172419258219,0.1394699328798,6.01686974339801,1.77822052622139e-09,1.95648571194787e-08
"FOXK2",1429.26111413333,-0.603029170638154,0.100223836509915,-6.01682385785037,1.77872443838661e-09,1.95648571194787e-08
"B4GALT4",1443.44196769392,-1.63142094204963,0.271174577754808,-6.0161278964901,1.78638452328724e-09,1.96368402406821e-08
"SELL",2356.18796936288,2.01294965487995,0.334648436880798,6.01511745771867,1.7975631379534e-09,1.97473868070174e-08
"GCLC",2115.97699919727,-1.12898150978036,0.187701449900516,-6.01477245049912,1.80139558426269e-09,1.97771434107543e-08
"ARL6IP6",565.29183752542,-0.643888083524925,0.107070978906708,-6.01365645574187,1.81384700499597e-09,1.99014298260125e-08
"WDR76",977.610422613103,-0.802230645958939,0.133480961437953,-6.01007542436562,1.85437034376301e-09,2.03333730092742e-08
"CYP4Z1",35.3005553947044,-2.33447529143713,0.388464809680438,-6.00948974852454,1.86108130908194e-09,2.03942527761725e-08
"DIABLO",659.348244151208,-0.554181416746802,0.092230844193524,-6.00863433044142,1.87092565541549e-09,2.04893718790649e-08
"ARSK",205.251086520135,-0.717055526814906,0.119341140540627,-6.00845210265775,1.87302932012684e-09,2.04996536100201e-08
"P2RY10",441.225135688877,1.62365930298213,0.270271795842712,6.00750551095993,1.8839940493947e-09,2.06068435520803e-08
"DCAF12L2",3.70955539775167,2.81690415513887,0.468971565695355,6.00655639103019,1.8950508454283e-09,2.07104258189523e-08
"VLDLR",823.609311406058,-1.4362482466853,0.239116033541254,-6.00649076272632,1.89581771659368e-09,2.07104258189523e-08
"BMPR1B",73.5277656743222,-2.45378625696331,0.408552791516658,-6.0060445257373,1.9010400492216e-09,2.07417258687235e-08
"POU3F3",2.99158630391363,3.28754193757038,0.547367974133749,6.00609113599158,1.90049391233147e-09,2.07417258687235e-08
"IFI27",2553.90349687422,-1.62687671686203,0.27091274509316,-6.0051686246898,1.91133154892774e-09,2.08410928931718e-08
"SPATA17",17.4926284640063,-2.48318459889852,0.413688071310048,-6.00255306138002,1.94238753109095e-09,2.11666118635725e-08
"GPC1",1495.46088576479,-1.35722348203111,0.22618090726687,-6.00061030098233,1.96577261783794e-09,2.14081883052784e-08
"HADH",587.38849475702,-0.646663364859783,0.10777660441547,-6.00003468625665,1.97275383466931e-09,2.14709305728789e-08
"RAPGEF5",2106.80626811543,-0.631317768870613,0.105229915562471,-5.99941343197053,1.98031568453841e-09,2.15399108357179e-08
"THBS1",8043.57908775596,-1.6303432864519,0.271796491889651,-5.9983970915777,1.99274741541319e-09,2.16617429054087e-08
"RAI2",113.255415015368,1.179968119116,0.196724412571824,5.99807671905077,1.99668190370856e-09,2.16911140884981e-08
"ANGPTL1",469.379908026278,1.55341139112091,0.259030545032542,5.99702012334397,2.0097116474121e-09,2.18191951158578e-08
"SOX2",1696.39034981493,-1.60776403395498,0.268143884518893,-5.99590043546825,2.02360983348444e-09,2.19565409737933e-08
"IGLL1",5.42053856114505,3.95255764905418,0.659508656732285,5.99318539446957,2.05770037219325e-09,2.23126733519587e-08
"UTP3",732.56601067498,0.458882110066475,0.0765771614016449,5.99241473132769,2.06747847169122e-09,2.24048975512893e-08
"FADS3",249.113790251212,1.28426661565388,0.214371187459943,5.99085460537392,2.08741196866822e-09,2.26069927609796e-08
"COTL1",2200.38914315053,1.23761830821189,0.206627452304725,5.98961219531812,2.10341985856406e-09,2.27663506093905e-08
"GSTK1",1597.82350491115,0.671369113387525,0.112093870388203,5.98934724140084,2.10684910854502e-09,2.27894514205801e-08
"FLVCR1",267.605889343074,-0.846042005549188,0.14126245979092,-5.98914960706048,2.10941059945575e-09,2.28031432062787e-08
"KRT15",21515.726252869,-2.19972146266983,0.367381881947337,-5.98756109313292,2.13010942977707e-09,2.30013896726926e-08
"PKHD1L1",219.105957812407,2.0265993649446,0.338469353100875,5.9875416972851,2.13036338237905e-09,2.30013896726926e-08
"HPS1",761.086849266942,0.56095386733547,0.0936952568978298,5.98700388801072,2.13741675485069e-09,2.30633951371044e-08
"ENPP2",2059.62261910384,1.63846412629436,0.273675752645567,5.9868808634147,2.13903341765183e-09,2.30666967630236e-08
"DDX58",2034.53829587754,-0.921586364176466,0.153971122337485,-5.98544941535509,2.15793182178963e-09,2.32562413543636e-08
"APOL2",1115.32302245099,-1.15508807649817,0.193003715600205,-5.98479709525832,2.16659780182495e-09,2.33353456023974e-08
"ZSWIM6",798.126171239471,-0.69325456544153,0.115864689735064,-5.98331180126341,2.18645639051424e-09,2.35348293679879e-08
"KDM3A",2579.56746963382,-0.632168075520716,0.105664976307525,-5.98275888200521,2.1938941948039e-09,2.36004547276001e-08
"LRRC57",407.718332978378,-0.489193835115288,0.0818103394186103,-5.9796089173052,2.23673965473027e-09,2.40466592447148e-08
"APH1B",333.466216780872,0.907368745016452,0.151764765046009,5.97878397361454,2.24809445123575e-09,2.41539769519524e-08
"GPX2",492.848937301078,-2.38793805042062,0.399501515351124,-5.97729409942751,2.26874401128673e-09,2.43609675745181e-08
"ZNF860",224.411987915305,1.36588667756883,0.228591023427679,5.97524197183081,2.2974891270397e-09,2.46545799675437e-08
"NEDD4",1038.32682461898,-0.868380811742164,0.145344108954003,-5.97465434266055,2.30578545539254e-09,2.47285303043591e-08
"SLC5A12",29.4465493269905,-2.29630154768843,0.384479015108149,-5.97250163846398,2.3364279878762e-09,2.50266562134104e-08
"ZNF154",276.092416484921,1.2223411450445,0.204658279979837,5.97259561237844,2.3350820811731e-09,2.50266562134104e-08
"LOXL2",511.487074818181,-1.52962819904614,0.256166970789273,-5.97121554872285,2.35492364119611e-09,2.52094289302983e-08
"STXBP4",386.52318480711,-0.740978843097111,0.124105044026955,-5.97057798018406,2.36414550799113e-09,2.52927640092011e-08
"ACADSB",717.548511212547,0.753650691139843,0.126245103231293,5.9697419689941,2.37629098880582e-09,2.54072570546742e-08
"GOLGB1",10754.4022896413,-0.620820792836271,0.104011019536233,-5.96879826391862,2.39007406292277e-09,2.55391095527491e-08
"RCOR2",23.4559794294901,-2.20889653330335,0.37024558481583,-5.96603072093922,2.43094534157487e-09,2.59600771033835e-08
"HNRNPAB",2747.63206659668,-0.57208872154618,0.0959047299526096,-5.96517733618428,2.44368493897984e-09,2.60802979024294e-08
"ZNF366",105.873380665955,1.06816309555891,0.179117871328813,5.96346465952606,2.46944882310146e-09,2.63392908107652e-08
"VNN2",377.712301076795,1.75155228211418,0.293797903579238,5.96175895326558,2.49537072255278e-09,2.65996543586956e-08
"MCM7",3375.34335318744,-0.806225556413835,0.135238753774608,-5.9614979723749,2.49936019709224e-09,2.66260533345196e-08
"SLC39A1",1604.01549011561,-0.553106276345338,0.0928007354687469,-5.96014970734376,2.52006954687619e-09,2.68304319149874e-08
"RPS4X",16225.3234556941,0.862710264833215,0.14477562313102,5.95894699795195,2.53868412640132e-09,2.70122744501432e-08
"FNIP2",1015.89874053097,-0.691551258962936,0.116176888357504,-5.95257170974374,2.63961414781015e-09,2.80692262158978e-08
"PRKACB",2320.04988812059,1.0696125161531,0.179723028707853,5.9514494266163,2.65778150651558e-09,2.8245348268821e-08
"RPP25",316.781557807521,-0.997354872363148,0.16759427668955,-5.95100794647443,2.66496144693781e-09,2.83045603528416e-08
"EMP1",27688.062895907,2.1772301040935,0.365956693355547,5.9494200915686,2.69094174936943e-09,2.85632592564249e-08
"KCNJ15",302.509563912415,-1.55972285148019,0.262199959150985,-5.94860066542589,2.7044454287504e-09,2.86720090967339e-08
"XPO5",1408.39890792671,-0.493730128846744,0.0829982939178301,-5.94867804554569,2.70316743173512e-09,2.86720090967339e-08
"FDXACB1",112.537972300952,0.685340264367152,0.115244492500389,5.94683745398802,2.73372630916867e-09,2.89649905569292e-08
"JAK1",7602.00951553251,0.556620976123961,0.0936768479925048,5.94192682666369,2.81691165215922e-09,2.98284164659146e-08
"MMP2",2347.51717359972,-1.89994555716446,0.319855333112306,-5.94001525213701,2.84995560311146e-09,3.01601735773654e-08
"COL27A1",462.107753171782,-1.61600013171042,0.272094864972072,-5.93910558318065,2.86581262080139e-09,3.03097573999301e-08
"CDK2AP1",1130.13446773779,-0.669513731067412,0.112747968527251,-5.9381445165958,2.88265891116564e-09,3.04696181246872e-08
"MED21",971.770295477357,-0.589720093166671,0.099328437404856,-5.93707208705007,2.9015711000922e-09,3.0651110318441e-08
"FADS2",1242.34107478867,-1.31972379964676,0.222334836235421,-5.93574908004684,2.92506871333535e-09,3.08807944127108e-08
"SCML1",439.619165224921,-0.834246043272512,0.140549450859629,-5.93560514231889,2.92763630563656e-09,3.08893713086918e-08
"RGMB",652.994516651052,-0.680193150090978,0.114620711064152,-5.9342953273975,2.95110214293481e-09,3.11183023448231e-08
"GRIN2C",47.2870770545587,-1.5830065104036,0.26691635541857,-5.93072128503023,3.01606804530485e-09,3.17843003169582e-08
"CXXC5",346.423967082292,1.02357241028678,0.172658668327395,5.92830015545986,3.06086626199434e-09,3.22178142014584e-08
