"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AP3S1",1165.12335974952,-0.256724079018886,0.116249245384947,-2.20839350972793,0.0272168538409216,0.0581100478839911
"APBB3",272.730202201483,0.318956305084717,0.144426553936401,2.20843256583668,0.0272141337538998,0.0581100478839911
"CCDC136",58.0866673665594,0.610606034562721,0.276500443236143,2.20833654881789,0.0272208213396001,0.0581100478839911
"DNAI1",2.39466742884097,-1.23344396415585,0.558530154845327,-2.20837488084673,0.0272181513435989,0.0581100478839911
"RNF207",365.001396523831,-0.481951847764837,0.218227377974046,-2.20848480259042,0.0272104960593714,0.0581100478839911
"SPG7",1020.69388503425,0.276653776714879,0.125285889736292,2.20817984608796,0.0272317387313234,0.0581263032058898
"C16orf45",106.758120707428,0.450210536263797,0.203927136401965,2.20770292864004,0.0272649885565188,0.0581902175122695
"C6orf48",1007.05401004172,0.36814650227637,0.166814530356345,2.20692107270239,0.0273195739382181,0.0582996461426822
"ZNF813",213.376778740789,0.494232233464422,0.22401585285483,2.20623776025664,0.0273673566825846,0.0583945332513102
"SULT4A1",4.72022395231607,-1.17377964667342,0.532152545639819,-2.20572025125269,0.0274035930749393,0.0584647635502312
"CDCA3",216.168158149986,-0.316933898116887,0.143692594414603,-2.20563835880381,0.0274093310411996,0.0584699172114027
"CD3EAP",439.081048299965,-0.287760633753893,0.130528467436355,-2.20458141741536,0.0274834809286934,0.0585996826828297
"INSIG2",547.056070560074,-0.317213997715405,0.143886754071082,-2.20460875473428,0.0274815608970579,0.0585996826828297
"MATN2",684.836762561097,0.466170547975435,0.211447430144004,2.20466405128667,0.0274776775074756,0.0585996826828297
"ZNF57",296.666785029359,-0.349783922632956,0.158661902875854,-2.20458671106854,0.027483109120888,0.0585996826828297
"ARRB2",448.751361455854,0.286707354884559,0.130083188564513,2.2040308055823,0.0275221776959527,0.0586750824071558
"SUGT1",674.579886305164,0.201394100485145,0.0913859022821022,2.20377646284494,0.0275400686595863,0.0587061129287862
"NSMCE4A",669.557352994146,0.22299528445362,0.101215665274464,2.20316967584937,0.0275827917587896,0.0587900632388202
"MON1A",164.34755810088,0.281798583220854,0.127930450157912,2.20274831264185,0.0276124930255909,0.0588462417967272
"FGFRL1",149.564333481521,-0.419010311114569,0.190273651082127,-2.20214574499185,0.0276550150511214,0.0589297263451611
"NFATC2",283.597223923229,0.481780425497717,0.218866187056751,2.20125562553339,0.0277179323719907,0.0590566454981435
"SAMD5",399.941203783632,0.921336744257204,0.418587762047001,2.20105991573101,0.02773178249134,0.0590790025499446
"LIM2",1.74972320016015,-1.91486334325997,0.870114936554665,-2.20070161172284,0.0277571546488233,0.0591258974418593
"NDUFS4",675.136639836277,-0.306849902158518,0.139441567718875,-2.20056262403152,0.0277670020065574,0.0591397153955469
"NPY6R",38.6343575266099,0.780391274328723,0.354657082852907,2.20041079696239,0.0277777624841491,0.0591554745835599
"MSRA",131.50604048528,0.27381697679178,0.124443999730913,2.20032285513048,0.027783996851826,0.0591615923285283
"HIST1H4H",2089.69043851031,-0.368295921243087,0.167401639540639,-2.20007356112948,0.0278016763470591,0.0591920762196822
"HRASLS",37.1602335507833,-0.981844968424977,0.446318634247113,-2.19987446878895,0.0278158025941156,0.059214988490848
"SLC16A14",283.709661853921,-0.440230233120324,0.200156179093039,-2.19943363784782,0.0278471030026535,0.0592744515897071
"CNN1",122.289335221809,-0.902408718719495,0.410467578777935,-2.19848963810051,0.027914232164047,0.059410155019357
"HLA-DRB6",122.663090024196,0.941943515236803,0.428478900304216,2.1983428228742,0.0279246849288912,0.0594252152434773
"EID3",126.907289669226,-0.328210583718842,0.149350395397279,-2.19758764511996,0.0279785044534355,0.0595255824225953
"OTUB2",143.722587303782,0.341331545889599,0.155321124033839,2.19758611723177,0.0279786134325648,0.0595255824225953
"DDIT4L",28.3108566340071,0.625212631774976,0.284542680802522,2.19725431000942,0.028002288796522,0.0595543541425971
"IL1R2",1541.66683432166,-0.974031920577554,0.443294685099008,-2.19725603152677,0.0280021659169403,0.0595543541425971
"SPRR1A",2361.15929490868,1.03350446090838,0.470360283310846,2.19726132834513,0.0280017878401198,0.0595543541425971
"LMX1B",13.5033742872335,-1.1102853505376,0.505480699827993,-2.19649405192999,0.0280566004387607,0.059659374139736
"TUBB1",80.1056640982947,0.432886480882595,0.19708297193866,2.19646820130826,0.0280584487615543,0.059659374139736
"HBP1",2884.60980079834,0.210410798474163,0.0958116602002896,2.19608759554223,0.0280856742734614,0.0597100485067224
"SLC25A11",614.95607222315,0.222835251717875,0.101497951183302,2.19546551551019,0.0281302219554736,0.0597975330588694
"FGFR1OP2",1099.83045508371,0.171089079649386,0.0779347015562584,2.19528754499538,0.0281429777735471,0.0598174234102241
"GPR34",474.472911018073,0.427821221072899,0.194887329252846,2.19522337708187,0.0281475781524699,0.0598199768029608
"PTGER1",3.16120573317624,-0.989255012451927,0.45065825696664,-2.19513344570797,0.0281540266772412,0.0598264568332248
"TMEM41B",1209.16797020871,-0.253613067643124,0.115539186329971,-2.19503941215948,0.0281607707098162,0.0598335631681824
"EPHA4",945.014692285559,-0.431340991456427,0.196513497907965,-2.19496877338391,0.028165837798291,0.0598371051921925
"RTN1",138.701580218676,0.466624782211434,0.212627282559,2.19456683354806,0.0281946848626604,0.0598911597945637
"TMPRSS11BNL",443.730651693246,0.935113647504532,0.426203360214663,2.19405507979465,0.0282314500705683,0.0599620190431972
"CD248",153.485011064518,-0.520234047740779,0.237124856971922,-2.19392456102727,0.0282408333564772,0.0599747105394765
"NEB",539.141167507809,0.786400981387732,0.358473986661337,2.19374629861406,0.0282536533814835,0.0599946966530802
"PTPRN",2.97909443656956,-1.2815969519372,0.584255355907472,-2.19355618905129,0.028267330938498,0.060016498635134
"ADH1A",5.01327706981307,-0.936126662900176,0.426796746490345,-2.1933781609119,0.0282801444622047,0.0600364610844802
"SLC23A2",877.536298594619,0.247824842235727,0.112998418806358,2.19317088551847,0.028295069353848,0.0600609004412461
"CAPN6",64.7058559870933,0.872226632018885,0.397836349981111,2.19242568473267,0.0283487837080334,0.0601604057009139
"CYP3A43",2.96324582492285,-1.18556676030075,0.540753764888814,-2.19243366811236,0.028348207797788,0.0601604057009139
"TGFB3",566.786970826174,-0.457138821614131,0.208605947648325,-2.19139879168159,0.0284229464765186,0.0603105178490778
"PTGIR",44.9928741400837,0.491452149134936,0.224377506787406,2.1902915143833,0.0285031018561079,0.060473307964514
"GCH1",823.415990097965,-0.343377409927832,0.156793468568583,-2.18999817443055,0.0285243692187223,0.0605111347493122
"ARX",4.82894025514197,1.11120507558113,0.507529633421558,2.18943880791717,0.0285649615871363,0.060575536324495
"ATXN3",1144.34441038551,0.180104687252694,0.0822596528670032,2.18946568549087,0.0285630099856229,0.060575536324495
"S100A9",80719.0361647388,0.828479032194292,0.378398111879915,2.18943754258798,0.0285650534665028,0.060575536324495
"NIPSNAP1",790.10303228445,-0.204914360012663,0.0935954995492255,-2.18936125133763,0.0285705936745075,0.0605799853105611
"FAM169B",9.43714439652355,-1.31155497825097,0.599086022642777,-2.18925985364379,0.0285779585242565,0.0605883016586423
"GSG1",6.27309177909704,-0.759493386041854,0.346946985050032,-2.18907619540873,0.0285913023921457,0.0606092906286884
"AKAP12",1296.33387119657,0.603913659161363,0.275963401246473,2.18838315672877,0.0286417041341796,0.0607088222398441
"MT1E",158.03553681481,-0.792397844996365,0.362184353898221,-2.18783013807118,0.0286819776905952,0.0607868648093431
"CLTC",14755.6267177501,-0.236793634553862,0.108239706285279,-2.18767809596382,0.0286930586926716,0.0608030270839648
"PAPOLB",15.8394311532906,-0.728640856868935,0.333073528112869,-2.18762764185216,0.0286967366604055,0.0608034996973846
"GPS2",630.464704623424,0.344869279022635,0.157651974431248,2.18753542584417,0.0287034600061081,0.060810424057722
"MPP7",1466.64405063663,0.582804717399102,0.266429388267841,2.18746408265296,0.0287086624732948,0.0608141250442364
"CIC",856.005594021875,-0.358847308548156,0.164064554945024,-2.18723238952131,0.0287255635324282,0.0608426035151286
"FAM104B",165.806009359703,-0.305674754081647,0.139800855445119,-2.18650131366073,0.0287789486841203,0.060948341503229
"FFAR2",48.5827255194085,-0.645259012436098,0.295176263977418,-2.18601253278774,0.028814688426244,0.0610166889199215
"FOXD4",15.3599342138897,-0.64658737576245,0.295905199832211,-2.18511663914351,0.0288802955444458,0.0611482580951278
"MMP17",25.5818432000885,0.509687841190539,0.233325026793788,2.18445422762556,0.028928887209366,0.0612437731261436
"NYX",2.81367217616013,-1.59223288893495,0.729030641125661,-2.18404110762266,0.0289592275394115,0.061300630919666
"ABR",2079.03249791624,0.293408535252676,0.134361675981317,2.18372190663559,0.0289826890305634,0.0613429157244599
"GLB1",882.496866900976,-0.246598581653168,0.112936838992571,-2.18350879883746,0.0289983617060677,0.0613687070304336
"PGPEP1L",2.57688305620313,-1.08997790446316,0.499236385758328,-2.18329019189478,0.0290144463867991,0.0613953639486927
"SPAG16",350.026234719375,0.394483622396692,0.180692116273744,2.18318115107501,0.0290224722719013,0.0614049638751131
"DBH",18.282867914619,0.671770478739122,0.307823423615844,2.18232410921878,0.0290856208920491,0.0615311746699329
"ZNF319",191.461438897269,0.27561583041878,0.126301965689034,2.18219747345317,0.0290949616980841,0.0615435373707429
"PDGFB",161.596325884948,-0.32578693022449,0.149346525642045,-2.1814161984949,0.0291526465931543,0.0616581453422573
"KCNK9",7.88518027786087,-1.01001093565479,0.463039696575224,-2.18126208859655,0.0291640368052105,0.0616748238085677
"H1FX",1516.23010405814,-0.427203619568893,0.195908158394916,-2.18063210368058,0.0292106386192192,0.0617659532692105
"TFAP2B",12.0240764415893,-1.18004215543571,0.541185814175922,-2.18047503191227,0.0292222676490566,0.0617831196967499
"ERN1",438.566293067922,0.418107116023952,0.191801813061683,2.17989136468428,0.0292655151874884,0.0618671233374905
"SEMA6B",80.1222212713544,-0.510107452574827,0.234041972835941,-2.17955542928363,0.0292904316941715,0.0619123597628783
"SSTR2",123.478084552296,-0.737814743269156,0.338596815229785,-2.1790362758387,0.0293289734791701,0.0619863821616326
"ZDHHC8",244.733127419696,0.363355926388924,0.166804411434908,2.17833523264291,0.0293810879375106,0.0620890689976283
"UBLCP1",809.692556987562,-0.237393002680241,0.109001674301055,-2.17788400226384,0.0294146738246699,0.0621525806988073
"FAM189A1",20.4851977860884,0.801633215710316,0.368144337478575,2.17749706867885,0.029443500284223,0.0621985549756381
"SAMD9L",3699.89897014482,-0.423690742175758,0.194573210924343,-2.17753893335555,0.0294403802038616,0.0621985549756381
"SLC22A11",5.59496148165558,-1.07521402170441,0.49398589375397,-2.17660875603853,0.0295097713131434,0.0623310688118111
"MFRP",133.00623046517,-0.470553858889736,0.216330880404251,-2.175158063474,0.0296182735751225,0.062552741707498
"ANGPTL2",744.255705738997,-0.492490447692913,0.226497119376966,-2.17437841614774,0.029676727682961,0.0626686741651585
"SPATA24",31.5201438379099,0.328381414987254,0.151058658334907,2.17386688460592,0.0297151336672142,0.0627422480395084
"SPDYE3",21.0352382965986,0.498013563586547,0.229113003249559,2.1736590962674,0.0297307466975428,0.0627451026657939
"TRIM49",4.11253692197875,-1.53436754696836,0.705881090603716,-2.17369124544201,0.0297283305760863,0.0627451026657939
"WWC2",533.651640715007,-0.397183447351007,0.182721431306255,-2.17371024576366,0.0297269027157009,0.0627451026657939
"ZC3HAV1",3195.24173520068,0.187011640082608,0.0860302655776432,2.17378894307641,0.0297209892976888,0.0627451026657939
"KLF13",3342.93707697513,0.248995349075498,0.114558400552608,2.17352326738495,0.0297409565707499,0.0627591240633846
"KIF22",1135.74784031663,-0.209472123865187,0.096393377322417,-2.17309663468418,0.029773044953658,0.0628193044166679
"SMTNL2",9.47517064614597,0.832183075685148,0.382989497152756,2.17286134965009,0.0297907542106352,0.0628470050374183
"ST6GALNAC5",62.7936648368928,-0.667292037813845,0.307114419454248,-2.1727799007277,0.0297968867567599,0.0628470050374183
"UNC5A",14.3118741109458,-0.835347648914542,0.384460108476131,-2.17278107792659,0.0297967981140144,0.0628470050374183
"ATG4B",629.378537229061,0.196774585537842,0.0905725876364548,2.17256225832551,0.0298132790648148,0.0628740441296196
"LHX8",54.6997119947958,0.861352043681085,0.396571202808591,2.17199846479228,0.0298557787139672,0.0629561286349279
"RPS6KB1",1694.18962224569,-0.191213179332803,0.0880499642946286,-2.17164403034821,0.0298825231995306,0.0630049749357301
"KTI12",200.678781941926,0.187036002654679,0.0861326676179578,2.17148740225113,0.029894348413252,0.0630223571783447
"SEZ6L",5.35380248075631,-1.1148115733207,0.513683303854981,-2.17023127860006,0.029989329667077,0.0632126712496818
"SYNJ2BP",1567.0295848058,-0.207008737479841,0.0953870031371015,-2.17019856659407,0.0299918066330384,0.0632126712496818
"B9D1",62.2207726284209,-0.332485587737452,0.153224591894507,-2.16992314109972,0.0300126689342083,0.0632490672462138
"DCLK1",379.171264625173,0.649370481302799,0.299272425602777,2.16983064842969,0.0300196776548381,0.0632562628169894
"SNRPD3",1791.97939414634,-0.261990078312914,0.120815970461786,-2.16850535000901,0.0301202580088378,0.06346060345954
"TIMM44",459.368389754343,-0.2286001408238,0.105436616721806,-2.16812856796193,0.0301489058001392,0.0635133580532259
"CDK8",287.257242964731,-0.221642801490086,0.102244368532747,-2.167775151539,0.0301757983169803,0.0635471909274304
"SMARCAD1",1838.23076540221,-0.20582838142958,0.0949487662797686,-2.1677836321022,0.0301751527641548,0.0635471909274304
"TXNRD2",173.707807644716,0.276766128528154,0.127669143618831,2.16783884251991,0.030170950356847,0.0635471909274304
"GALNT7",1454.77921356893,-0.493832008147877,0.227823331691071,-2.16760945633748,0.0301884136585027,0.0635612510522732
"HEATR1",2787.50407394105,-0.214111776526919,0.0987786070298519,-2.16759258876988,0.0301896981388688,0.0635612510522732
"DHX15",5312.67383669375,-0.186555191848024,0.0860843597908344,-2.16712062796669,0.030225657422416,0.063629347485299
"TMEM161B",589.836129476996,-0.233422042135944,0.107717193807326,-2.16698963169674,0.0302356447148797,0.0636427593992546
"EPM2AIP1",1731.79555157976,0.232626919063081,0.107358350210189,2.1668265077438,0.030248085419403,0.0636613316546369
"C8orf46",16.1789934550708,0.683913421558247,0.315733491761868,2.16610983441081,0.0303027948823962,0.0637688493525399
"KLHL32",24.0143319372001,0.490310599684176,0.226360829676598,2.16605761864666,0.0303067842540455,0.0637696193312945
"SDHAP2",634.050475954811,-0.360667758613192,0.166551897109434,-2.16549775098757,0.0303495874442923,0.0638520489458577
"NCKAP1",5840.92344450249,-0.328046973516934,0.151493410507909,-2.16542074283691,0.030355478958479,0.0638568102068219
"SCAMP1",1647.40289540581,-0.258104686107663,0.119199937274084,-2.16530890879737,0.0303640365793627,0.0638671781714119
"TNKS2",3530.38061546646,0.180678380747981,0.0834470263734925,2.16518656925293,0.0303734004627301,0.0638792393336027
"DHRS7B",287.156889257578,-0.27876781335787,0.128753918097097,-2.16512101128948,0.0303784192979038,0.0638821604999174
"TAS2R39",9.77471692407351,-1.02638570224668,0.474127533158984,-2.16478822777522,0.0304039067583316,0.0639281188817058
"IQSEC3",20.9363002175935,-0.801694696068833,0.370441581702712,-2.16415957513164,0.0304521045855318,0.0640218057625867
"NBAS",2674.05755059409,-0.158569054499523,0.0732721041389029,-2.16411220017542,0.0304557394081696,0.0640218057625867
"CBY1",210.059165394124,-0.189062681205832,0.0873792447802629,-2.16370239501701,0.0304871970865875,0.0640802796520785
"BTNL8",7.82802668654035,-0.893739807442802,0.413119377124693,-2.1633935780578,0.0305109210927397,0.0641071752998001
"CALML4",508.626050191473,-0.255193535415976,0.117957721187488,-2.16343222679215,0.0305079511431414,0.0641071752998001
"HRNR",168.402156436711,0.620393030016819,0.286768242540992,2.16339516719024,0.0305107989714721,0.0641071752998001
"SLC26A4",27.7173225232199,0.57374340542891,0.265242229500669,2.16309222897504,0.0305340866845847,0.0641481904693812
"ACOT6",2.373394452059,-1.25194869247928,0.578846474710368,-2.16283375156721,0.0305539686388983,0.0641822981709204
"CAPN14",1477.53032715965,0.991443557127955,0.458440729086359,2.16264283303064,0.03056866113684,0.0641989938342978
"CDH19",24.9802846831055,0.939758441566546,0.434543115059862,2.1626356718069,0.0305692123604418,0.0641989938342978
"GPR182",11.1403916044598,0.705840453692899,0.326398103322238,2.16251395614286,0.0305785825323108,0.0642110099016987
"SYF2",1196.44253249492,0.209269085116367,0.096778786047026,2.16234459703473,0.0305916245962866,0.0642307326735921
"TNFRSF4",97.4379020865756,0.576429878463419,0.266637196041385,2.16185096086125,0.0306296659581062,0.0643029334601827
"OR12D3",3.41867439723516,-1.50933204760404,0.698366303222522,-2.16123263771379,0.0306773734497918,0.0643954073643709
"COPS5",1281.70197787243,-0.24496811378227,0.113381686412494,-2.16056156451097,0.0307292231317897,0.0644888621388465
"IGSF21",20.8837843415634,0.675582985648275,0.312688083143557,2.16056518322162,0.0307289433346978,0.0644888621388465
"OAZ1",6924.01827622556,0.241794746333071,0.111917196970787,2.16047893333305,0.0307356127328936,0.0644945807185162
"TTTY15",364.665799401642,-1.45757011229035,0.67517801446695,-2.15879380112976,0.0308661676240455,0.0647608111606552
"TP53I13",293.024692326407,0.290834346583274,0.134747846038825,2.15835989318505,0.0308998614318621,0.0648237765334774
"AKAP3",27.8890381899959,0.526032730431833,0.243742076190819,2.15815315374607,0.0309159262600033,0.0648497480631464
"EDEM3",2678.61868160593,-0.182223367667141,0.0844399711206382,-2.1580226194867,0.0309260732052881,0.0648633014348547
"SDHB",1177.34215169863,-0.225326678918359,0.104429804748749,-2.15768553298055,0.0309522894999136,0.064910550870946
"ELP3",824.423771967213,0.162749550741775,0.0754488528120346,2.15708449732473,0.0309990812969622,0.0650009331282304
"LYRM7",753.26797347202,0.242701965303245,0.112548566607855,2.15641986937848,0.0310508945584171,0.0651018219363333
"IGFN1",11.8294696101593,-1.22622122802113,0.569078176800396,-2.15475004667282,0.0311813991682952,0.0653676526459591
"IL1RAPL1",7.67728297259935,0.965154130089989,0.448030441270487,2.15421552016217,0.0312232742937839,0.0654398480762538
"PIGB",232.141864026141,0.282543449335762,0.131156061506653,2.15425384149272,0.0312202705729684,0.0654398480762538
"OGDH",2572.44057883974,0.192732212657659,0.089481147510292,2.15388624330607,0.0312490940506287,0.0654861641101469
"NKAIN1",8.75974372820391,-0.871736275139664,0.404778398117977,-2.15361362956327,0.0312704845142182,0.0655231881135522
"C17orf49",577.026214786689,0.242185764280502,0.112472170500449,2.15329501691742,0.0312955001732545,0.0655604420529206
"CPN1",1.38563515433656,-1.82131429924916,0.845827714974134,-2.15329229227829,0.0312957141704975,0.0655604420529206
"LRG1",404.812160506638,0.816217770287835,0.379215270246145,2.15238634709524,0.0313669381108861,0.0657018262096506
"SENP7",1665.98781904858,0.258550531180712,0.120147805498297,2.15193719193129,0.0314023014951352,0.0657680714046035
"PHF21B",7.59209100047099,-0.992689030690891,0.461328243902177,-2.15180631971319,0.0314126119048414,0.0657818368530824
"C7",1853.72862463302,1.11885307057168,0.520203695026112,2.15079800714509,0.0314921464764251,0.0659405456084003
"ATP6V1E2",47.3321452270593,0.338670684433361,0.157467337780803,2.15073607775598,0.0314970370229607,0.0659429401102885
"SLC25A39",1036.74523990914,0.246759069259754,0.114745556132153,2.15048911328262,0.0315165462177542,0.0659759363490253
"B3GALNT1",455.54056976952,-0.305297362902528,0.141997861082538,-2.15001381411703,0.0315541221006014,0.0660310338702121
"TAAR2",1.77682205265768,-2.26276412183851,1.05242063630762,-2.15005677746622,0.0315507239539894,0.0660310338702121
"UQCRH",1304.4283921622,-0.274828005133899,0.127822387358664,-2.15007723461418,0.031549106024988,0.0660310338702121
"TRIM54",5.65770987830823,-1.20761716392502,0.561752055856601,-2.14973341233894,0.03157630793243,0.0660696044825628
"FN3K",40.3538587152283,-0.510810629438749,0.237627392866263,-2.1496285561919,0.0315846077527347,0.0660791145792175
"C9orf57",4.5761780734032,1.14847115711278,0.53436196677989,2.14923821025954,0.0316155217815517,0.066128068437548
"CTNNA3",12.0487884408916,0.834421015619108,0.388232850986162,2.14927977758598,0.0316122285610144,0.066128068437548
"EYA2",670.296064744455,-0.589667197071954,0.274420620267025,-2.14877146075312,0.0316525207678016,0.066197589185091
"ALAS2",6.16446525841458,1.03886805058294,0.483537505054089,2.14847460584621,0.0316760716123448,0.0662349036257235
"COQ5",467.299968969985,-0.264537493914668,0.123129365462813,-2.1484516948523,0.0316778898697491,0.0662349036257235
"VSTM2A",3.92860622325249,-1.31536097323627,0.612520451639548,-2.1474564150722,0.0317569634938455,0.0663923497895209
"GBE1",911.501249845752,-0.302243137593423,0.14075469406252,-2.14730414219204,0.0317690762823514,0.0664097842372138
"ZNF350",356.426737372668,0.440631176588169,0.205228468650921,2.14702755170702,0.0317910882456212,0.0664479052297728
"C9orf50",0.830427599488428,-1.84888929055244,0.861425847849743,-2.14631276176302,0.0318480341093951,0.0665590253284937
"WNT5A",2096.97048528721,-0.507515350519007,0.236523613672079,-2.14572804228603,0.0318946825323809,0.0666486010315093
"KCTD4",53.0313759673124,-0.434588874447997,0.202549022418765,-2.14559847911532,0.0319050268960943,0.0666623018335941
"SEMA6C",47.4634680343193,-0.518149293288358,0.241587909327611,-2.14476500388813,0.0319716406039411,0.0667935544858451
"ATP12A",552.33218878815,1.192386994677,0.555988985419997,2.14462341151645,0.0319829689075199,0.0668013612394308
"GEMIN7",178.797839310668,0.264769511911201,0.12345579718857,2.14465029541533,0.0319808177575185,0.0668013612394308
"DUT",1291.61265271,-0.302306280887814,0.140986436058229,-2.14422244678175,0.0320150673433842,0.0668604687523695
"ZFX",2225.87979630645,0.212630677904142,0.0991812051728697,2.14386059872467,0.0320440580707611,0.0669130728508927
"LRRC26",10.3018848726527,1.3000583328023,0.606508086187835,2.14351360255347,0.0320718800191207,0.0669632241614076
"PSPC1",1444.56031130243,-0.148959031391548,0.0695172855388004,-2.14276248327343,0.0321321752411395,0.0670811568290407
"ANKRD27",1038.9865365646,-0.206092923516713,0.0962040663074215,-2.14224753097379,0.0321735685443095,0.0671596053625077
"INHA",3.70547113224857,-0.968094469969691,0.451933797652163,-2.1421156704788,0.0321841752048041,0.0671737783953212
"TUBG2",96.7737492142415,-0.429345853156678,0.200513456166572,-2.14123212159891,0.0322553238897162,0.0673142944545377
"TRAF7",1490.97082105251,-0.273671697809009,0.12782679400879,-2.14095722208436,0.0322774879282816,0.0673525622539517
"CEACAM3",7.92825487868923,0.675851762293492,0.315942052858073,2.13916367314704,0.0324224150996741,0.0676469571237895
"ACSM1",7.30039164407767,0.79221178365196,0.370416173926967,2.13870732277516,0.0324593791940805,0.0677160519720985
"OR4K2",3.98811583729893,-1.31554938133045,0.615243654768606,-2.13825753607362,0.0324958469547444,0.0677840951234498
"APOE",2677.72792906631,-0.635932412273244,0.297577602879012,-2.13703049598057,0.0325955113028717,0.0679839302464136
"C6orf222",9.1304406263594,-1.02447053941202,0.479418680366608,-2.13690158804119,0.0326059968224632,0.0679977412108698
"CHD1L",744.411761125431,0.162809570881612,0.0761937095852969,2.13678493628599,0.0326154878998129,0.0680094753019914
"B9D2",58.6192765693028,-0.317911343057707,0.148802844196123,-2.13646012463779,0.0326419278522084,0.0680404226307018
"DNTTIP1",274.401513418735,-0.226967147602546,0.106232606296999,-2.13651114769796,0.0326377733155761,0.0680404226307018
"SCARNA8",9.52175779178558,-0.739493975576365,0.346127324319999,-2.13647962358699,0.0326403401029338,0.0680404226307018
"LPA",23.6572664490052,-1.130267019028,0.529071308182148,-2.13632264979841,0.0326531239519971,0.0680556997194691
"GPR139",3.45452847051911,-1.53401875427299,0.718130824793796,-2.13612715303436,0.0326690510839238,0.0680808324483096
"HABP2",5.5523515158617,-1.04223552123991,0.488000125003406,-2.13572798005459,0.0327015923901272,0.068132511480271
"WDR87",59.5636048584623,-0.994871813924397,0.46581633168003,-2.13575983979835,0.0326989941070161,0.068132511480271
"ZXDC",2063.80020801536,-0.258742628186221,0.121189869915254,-2.13501861473368,0.0327594896361122,0.0682450589614037
"HOXD1",16.8280706341751,-0.896478656592156,0.41990352767801,-2.13496338444576,0.0327640011233366,0.0682463789524914
"BDP1",4776.30707280985,-0.187008781829604,0.0876396607478983,-2.13383735438625,0.0328560969722658,0.0684301124988053
"SIAE",321.458995585293,0.434199385103462,0.203503598295078,2.13362018529951,0.0328738842892504,0.0684590568697807
"MAP2K4",1288.72768914898,0.209236941448766,0.0980802785559862,2.13332327894368,0.0328982158580163,0.068501621022862
"SMR3A",2.55004603665928,-1.70268884243246,0.798175609460407,-2.13322584936356,0.0329062036017016,0.068510147543635
"RDH13",262.560905729361,0.400327565014804,0.187668563416391,2.13316262312178,0.0329113880801924,0.0685128363879
"COX17",307.811091168839,-0.318450964664552,0.149333026596373,-2.13248851859999,0.0329667073569222,0.0686198796894706
"CD44",12429.7161742909,-0.31236943250894,0.146488135938446,-2.13238724424889,0.0329750251434045,0.0686290760996661
"FAM24B",28.1642287466686,-0.358629299121781,0.168201945591496,-2.13213526074643,0.0329957286534062,0.0686640450007445
"RGS8",1.17769003966214,2.02134284484245,0.948074629687445,2.13205034872501,0.0330027077149809,0.0686704484601501
"EMX2",16.9836571747717,0.74881027874547,0.351258144552176,2.13179477930722,0.033023721020099,0.0687060487330326
"MRPL27",594.266359319016,-0.179040180712869,0.0840214339851144,-2.13088699181912,0.0330984532973874,0.0688533900213617
"ARHGEF35",542.226785402292,-0.51722001283148,0.242797974145568,-2.13024846954194,0.033151105382691,0.0689547693688664
"ESR2",158.243951014025,0.461888283250074,0.216833967577546,2.13014726617909,0.0331594571164807,0.0689639902851505
"GALNT14",265.796439744972,-0.598523360781019,0.281019007266088,-2.12983230779937,0.0331854603505577,0.069006027029198
"SLC30A10",7.42164298124402,-1.10838780625728,0.520416901391148,-2.12980747415083,0.0331875113799155,0.069006027029198
"PDCL3",261.267742156095,-0.229908172675691,0.107965875655841,-2.12945221144282,0.0332168646680145,0.0690533106168609
"TNNT1",131.435430326305,-1.15415077174177,0.54199801271849,-2.12943727589133,0.0332180991921327,0.0690533106168609
"CLDN11",120.877798220946,0.778889405019148,0.365792507812151,2.12932027962459,0.0332277710816071,0.069065258446345
"PARD3B",316.966012990195,-0.58452807852468,0.274548392608664,-2.12905299852859,0.0332498758131922,0.0691030425645217
"NKX2-2",3.00422804084045,-1.66021805920737,0.779833924612486,-2.12893797872715,0.0332593920745195,0.0691130632322331
"UBQLN2",974.551234215834,-0.240191452116158,0.112824216747675,-2.12889979687014,0.0332625515982166,0.0691130632322331
"ZGLP1",20.685411648434,0.470452548072855,0.220995337641342,2.12878947173248,0.0332716823744726,0.069123874171685
"CNTN2",36.3903478119768,0.593347501351333,0.278760439361666,2.12852118726043,0.0332938951985334,0.0691618580735351
"SNORA61",392.210295700877,-0.606452582126878,0.285030612862799,-2.12767525577611,0.033364017866007,0.0692993450281905
"MICALL1",1288.66801826219,-0.392650005762053,0.184570147863027,-2.12737547381414,0.0333888983069029,0.0693428394268568
"PITPNM1",938.957817479745,0.364442751531556,0.171330219837751,2.12713642623398,0.0334087494646378,0.06937587986173
"MYO9A",2188.19733071559,0.17770996331052,0.0835554771116047,2.12684996189003,0.0334325515384079,0.0694089270407503
"PHF2",1063.11136818851,-0.217347463236912,0.102191441344725,-2.12686561982944,0.0334312501590911,0.0694089270407503
"CIDEC",3.02980825291948,1.86844383987282,0.878546779681366,2.12674371255504,0.0334413833910466,0.0694190736375359
"DHX16",916.188761674525,0.194716241837836,0.0916372877362001,2.12485819526188,0.0335984471465826,0.0697368877618477
"MAD1L1",460.103410505904,0.245674558410914,0.115626873298177,2.12471851398569,0.0336101076703837,0.0697446391806488
"PRAMEF18",3.38502324768979,-1.62816207046973,0.766288925315846,-2.12473652780332,0.0336086036914207,0.0697446391806488
